TimeStamp,HeartRate,BreathRate
1599679488,60.49,16.91
1599679518,60.8,16.65
1599679548,63.11,15.44
1599679578,61.91,17.71
1599679608,61.13,17.41
1599679638,62.07,17.38
1599679668,62.9,16.31
1599679698,62.04,17.46
1599679728,62.43,17.54
1599679758,63.01,16.38
1599679788,63.82,18.03
1599679818,62.55,16.16
1599679848,63.03,14.93
1599679878,62.61,15.62
1599679908,63.27,15.53
1599679938,60.72,16.84
1599679968,61.11,17.38
1599679998,61.2,15.79
1599680028,60.98,20.41
1599680058,60.12,15.58
1599680088,58.16,16.94
1599680118,61.77,16.47
1599680148,60.58,15.82
1599680178,64.01,17.88
1599680208,58.87,16.85
1599680238,61.56,17.38
1599680268,63.25,18.09
1599680298,79.2,13.72
1599680328,68.17,14.47
1599680358,58.59,14.51
1599680388,61.3,15.58
1599680418,61.14,15.58
1599680448,59.9,15.58
1599680478,62.06,15.58
1599680508,62.04,16.17
1599680538,60.58,14.58
1599680568,63.21,14.79
1599680598,65.25,16.38
1599680628,64.76,13.32
1599680658,68.25,14.99
1599680688,67.05,14.41
1599680718,68.81,14.41
1599680748,67.57,13.91
1599680778,68.31,13.97
1599680808,64.99,15.74
1599680838,62.69,15.76
1599680868,65.16,13.5
1599680898,69.7,13.04
1599680928,66.27,13.04
1599680958,66.68,13.04
1599680988,65.98,14.14
1599681018,64.11,15.11
1599681048,63.59,15.17
1599681078,67.01,14.65
1599681108,63.43,14.06
1599681138,61.82,13.5
1599681168,62.73,14.56
1599681198,62.54,14.56
1599681228,63.01,13.84
1599681258,64.33,15.02
1599681288,62.46,14.07
1599681318,64.73,16.18
1599681348,61.05,16.18
1599681378,61.7,16.18
1599681408,62.4,16.18
1599681438,60.88,16.18
1599681468,66.4,13.93
1599681498,64.16,15.57
1599681528,65.2,13.84
1599681558,55.37,14.55
1599681588,62.27,12.92
1599681618,65.27,14.89
1599681648,60.62,13.03
1599681678,61.87,13.03
1599681708,63.24,16.34
1599681738,62.21,15.01
1599681768,67.01,15.42
1599681798,62.86,14.03
1599681828,60.18,14.78
1599681858,63.01,15.54
1599681888,61.58,15.54
1599681918,61.28,15.54
1599681948,61.68,16.03
1599681978,62.48,16.25
1599682008,63.31,14.49
1599682038,60.58,15.11
1599682068,61.09,16.72
1599682098,62.75,16.64
1599682128,59.26,15.64
1599682158,60.94,15.75
1599682188,62.54,17.44
1599682218,61.99,18.18
1599682248,62.34,16.61
1599682278,61.51,16.04
1599682308,63.18,17.94
1599682338,62.28,18.75
1599682368,62.05,18.59
1599682398,63.28,16.78
1599682428,61.72,16.8
1599682458,61.34,17.2
1599682488,62.47,17.15
1599682518,61.44,17.54
1599682548,62.91,18.13
1599682578,59.67,16.65
1599682608,62.58,15.89
1599682638,62.19,16.34
1599682668,61.34,17.83
1599682698,62.21,17.69
1599682728,61.21,20.09
1599682758,61.21,17.48
1599682788,59.12,19.19
1599682818,60.1,19.1
1599682848,61.4,17.71
1599682878,61.12,17.5
1599682908,61.09,16.59
1599682938,60.69,19.23
1599682968,61.43,17.65
1599682998,59.92,18.14
1599683028,60.98,16.72
1599683058,59.61,17.44
1599683088,58.94,17.64
1599683118,60.48,17.81
1599683148,60.15,16.99
1599683178,61.88,18.05
1599683208,61.48,17.01
1599683238,58.73,17.75
1599683268,59.96,18.68
1599683298,60.62,18.5
1599683328,59.5,18.5
1599683358,59.5,18.5
1599683388,61.44,13.28
1599683418,55.49,12.89
1599683448,56.53,14.16
1599683478,57.24,13.7
1599683508,56.8,14.81
1599683538,59.13,15.6
1599683568,56.79,14.81
1599683598,57.71,17.9
1599683628,58.35,16.28
1599683658,57.91,15.62
1599683688,56.5,15.86
1599683718,57.51,16.36
1599683748,57.9,15.09
1599683778,58.21,14.42
1599683808,56.44,15.46
1599683838,57.59,14.89
1599683868,58.37,12.05
1599683898,58.37,15.02
1599683928,58.37,15.3
1599683958,75.82,14.44
1599683988,61.21,14.44
1599684018,59.63,14.44
1599684048,60.51,14.44
1599684078,58.82,14.44
1599684108,60.44,15.07
1599684138,60.82,16.74
1599684168,60.47,16.59
1599684198,58.53,15.27
1599684228,58.41,16.57
1599684258,59.6,15.91
1599684288,58.86,16.11
1599684318,60.89,16.32
1599684348,60.67,17.38
1599684378,58.19,15.73
1599684408,58.47,17.05
1599684438,59.22,14.95
1599684468,59.2,17.16
1599684498,59.76,15.42
1599684528,58.74,18.09
1599684558,58.2,17.67
1599684588,58.95,16.89
1599684618,60.06,18.07
1599684648,58.77,17.12
1599684678,59.19,15.76
1599684708,58.5,15.36
1599684738,59.43,16.57
1599684768,57.55,16.69
1599684798,58.93,15.82
1599684828,59.05,17.34
1599684858,57.68,16.2
1599684888,57.5,16.48
1599684918,58.15,16.7
1599684948,58.0,19.62
1599684978,57.31,16.8
1599685008,57.31,16.57
1599685038,58.51,16.16
1599685068,57.07,16.01
1599685098,57.34,15.76
1599685128,57.41,16.85
1599685158,57.25,18.66
1599685188,57.87,16.63
1599685218,58.03,16.65
1599685248,57.64,15.99
1599685278,57.23,16.38
1599685308,57.69,16.17
1599685338,58.01,16.57
1599685368,57.11,14.3
1599685398,55.74,17.29
1599685428,56.27,18.52
1599685458,56.9,16.08
1599685488,56.89,15.24
1599685518,57.57,16.4
1599685548,57.65,15.8
1599685578,56.52,15.92
1599685608,57.93,17.5
1599685638,57.02,18.32
1599685668,54.71,16.45
1599685698,56.83,14.96
1599685728,57.14,16.43
1599685758,56.56,15.96
1599685788,56.75,14.73
1599685818,54.09,15.21
1599685848,55.15,15.57
1599685878,56.42,15.87
1599685908,58.24,17.42
1599685938,55.76,16.17
1599685968,55.84,16.17
1599685998,56.01,16.17
1599686028,56.53,15.2
1599686058,56.94,15.62
1599686088,55.46,15.31
1599686118,56.21,13.8
1599686148,59.65,13.66
1599686178,51.53,13.49
1599686208,53.9,13.49
1599686238,53.88,13.49
1599686268,52.97,13.42
1599686298,54.65,14.91
1599686328,53.49,13.11
1599686358,58.0,16.56
1599686388,56.94,16.08
1599686418,54.63,14.18
1599686448,55.03,14.18
1599686478,58.94,14.18
1599686508,57.44,14.14
1599686538,54.6,12.95
1599686568,60.21,14.52
1599686598,53.18,18.38
1599686628,56.27,13.51
1599686658,59.23,13.51
1599686688,56.07,13.51
1599686718,55.23,13.51
1599686748,56.26,17.36
1599686778,56.78,14.36
1599686808,56.05,13.9
1599686838,55.04,13.48
1599686868,57.38,14.08
1599686898,59.09,16.13
1599686928,58.44,15.93
1599686958,58.79,16.16
1599686988,63.14,13.92
1599687018,55.8,13.35
1599687048,56.21,16.3
1599687078,54.21,14.41
1599687108,56.71,14.66
1599687138,59.6,14.66
1599687168,63.81,14.66
1599687198,61.02,14.66
1599687228,64.13,22.79
1599687258,60.46,14.64
1599687288,58.64,14.22
1599687318,60.75,15.05
1599687348,59.97,13.17
1599687378,54.62,16.18
1599687408,58.2,15.61
1599687438,58.74,15.61
1599687468,63.41,14.63
1599687498,63.06,12.94
1599687528,62.16,18.36
1599687558,61.85,14.85
1599687588,58.6,14.15
1599687618,57.63,15.22
1599687648,59.07,13.31
1599687678,58.98,15.48
1599687708,60.95,18.45
1599687738,59.62,19.04
1599687768,61.8,18.18
1599687798,63.75,17.77
1599687828,60.65,14.15
1599687858,58.88,14.02
1599687888,61.06,14.56
1599687918,57.82,15.43
1599687948,59.16,14.5
1599687978,60.02,15.33
1599688008,60.49,14.79
1599688038,60.54,15.27
1599688068,57.39,16.45
1599688098,57.12,15.64
1599688128,53.13,15.64
1599688158,56.17,15.64
1599688188,54.91,15.16
1599688218,54.75,16.25
1599688248,53.78,16.16
1599688278,54.09,16.04
1599688308,54.9,17.14
1599688338,56.23,14.61
1599688368,55.94,16.21
1599688398,53.59,16.21
1599688428,55.35,15.8
1599688458,55.12,12.15
1599688488,49.63,15.0
1599688518,53.91,15.42
1599688548,54.32,16.7
1599688578,56.19,14.45
1599688608,56.19,14.45
1599688638,54.83,14.45
1599688668,51.67,16.99
1599688698,51.36,16.15
1599688728,52.04,15.54
1599688758,52.98,16.97
1599688788,51.72,17.51
1599688818,51.83,15.96
1599688848,50.74,16.34
1599688878,50.85,16.79
1599688908,51.88,17.0
1599688938,50.07,16.57
1599688968,52.34,16.78
1599688998,52.68,16.47
1599689028,52.72,16.68
1599689058,53.34,17.81
1599689088,52.48,17.81
1599689118,55.43,17.81
1599689148,58.31,15.13
1599689178,50.49,13.99
1599689208,52.71,15.31
1599689238,51.11,16.36
1599689268,48.57,15.48
1599689298,52.11,16.25
1599689328,54.08,9.17
1599689358,59.5,9.17
1599689388,51.18,12.25
1599689418,51.83,13.55
1599689448,51.21,13.95
1599689478,52.81,14.22
1599689508,51.23,14.29
1599689538,51.41,15.35
1599689568,53.27,15.35
1599689598,51.55,15.35
1599689628,51.27,14.82
1599689658,52.05,14.57
1599689688,52.55,15.97
1599689718,51.85,16.17
1599689748,50.95,15.94
1599689778,51.58,15.5
1599689808,52.14,17.45
1599689838,52.79,17.05
1599689868,51.0,14.73
1599689898,52.05,14.69
1599689928,51.93,15.35
1599689958,53.14,16.16
1599689988,53.13,16.74
1599690018,53.7,15.19
1599690048,52.89,15.19
1599690078,53.03,15.19
1599690108,56.85,14.86
1599690138,51.21,13.81
1599690168,52.32,16.23
1599690198,53.27,13.5
1599690228,50.7,12.83
1599690258,52.04,12.83
1599690288,50.88,12.83
1599690318,52.26,12.83
1599690348,57.53,13.81
1599690378,57.53,14.49
1599690408,57.0,12.72
1599690438,57.0,13.12
1599690468,60.08,13.12
1599690498,54.74,13.12
1599690528,52.44,13.12
1599690558,55.58,13.12
1599690588,55.58,26.83
1599690618,73.65,14.68
1599690648,58.91,6.54
1599690678,56.0,6.54
1599690708,52.83,6.54
1599690738,54.24,6.54
1599690768,55.15,6.54
1599690798,56.51,6.54
1599690828,57.87,13.25
1599690858,55.57,13.4
1599690888,54.99,16.81
1599690918,54.74,13.62
1599690948,55.69,15.31
1599690978,54.88,14.19
1599691008,53.42,14.19
1599691038,54.75,14.19
1599691068,53.72,17.88
1599691098,52.88,13.9
1599691128,51.41,15.61
1599691158,54.3,15.15
1599691188,52.31,15.45
1599691218,53.86,15.2
1599691248,54.38,15.77
1599691278,53.52,14.66
1599691308,52.23,13.98
1599691338,52.92,15.28
1599691368,54.58,15.13
1599691398,54.06,14.98
1599691428,53.77,15.69
1599691458,54.5,15.03
1599691488,53.8,15.75
1599691518,54.16,15.75
1599691548,55.11,14.37
1599691578,52.15,13.99
1599691608,54.23,15.29
1599691638,53.12,14.31
1599691668,52.37,15.07
1599691698,53.31,15.07
1599691728,54.57,15.07
1599691758,53.78,15.07
1599691788,53.02,16.06
1599691818,54.66,15.28
1599691848,53.93,16.7
1599691878,53.89,15.63
1599691908,54.73,16.59
1599691938,55.11,17.49
1599691968,55.76,15.15
1599691998,54.59,15.15
1599692028,55.27,15.06
1599692058,55.76,16.72
1599692088,55.64,14.85
1599692118,57.04,16.76
1599692148,64.75,13.76
1599692178,54.39,15.17
1599692208,55.53,15.17
1599692238,55.67,15.17
1599692268,55.21,16.12
1599692298,56.3,17.08
1599692328,56.59,15.05
1599692358,55.57,16.03
1599692388,55.34,14.58
1599692418,55.88,16.08
1599692448,55.4,15.5
1599692478,55.6,14.31
1599692508,57.3,14.77
1599692538,55.95,15.24
1599692568,56.96,15.76
1599692598,57.18,16.58
1599692628,55.47,15.97
1599692658,55.92,18.01
1599692688,55.65,14.4
1599692718,57.33,16.95
1599692748,57.55,15.7
1599692778,56.61,14.52
1599692808,57.44,15.65
1599692838,56.73,15.45
1599692868,56.3,15.14
1599692898,56.3,14.68
1599692928,54.9,14.68
1599692958,51.79,14.68
1599692988,54.54,13.45
1599693018,53.86,12.85
1599693048,52.39,14.21
1599693078,55.06,14.14
1599693108,54.11,15.59
1599693138,52.74,13.52
1599693168,54.67,15.69
1599693198,55.78,14.16
1599693228,53.19,14.16
1599693258,62.68,14.35
1599693288,55.96,15.14
1599693318,53.16,13.48
1599693348,62.51,12.29
1599693378,54.69,13.31
1599693408,52.74,13.31
1599693438,56.86,13.31
1599693468,53.98,15.86
1599693498,54.15,15.12
1599693528,59.28,14.14
1599693558,54.72,15.03
1599693588,55.87,16.19
1599693618,54.43,14.49
1599693648,56.35,14.49
1599693678,56.64,14.49
1599693708,55.67,15.57
1599693738,55.08,17.91
1599693768,56.64,14.2
1599693798,55.05,14.76
1599693828,58.5,12.36
1599693858,62.93,13.54
1599693888,51.68,15.37
1599693918,53.82,15.37
1599693948,51.5,13.0
1599693978,52.82,14.65
1599694008,51.98,13.0
1599694038,52.69,15.17
1599694068,54.65,14.2
1599694098,50.49,14.34
1599694128,52.43,16.59
1599694158,55.73,16.59
1599694188,56.11,16.27
1599694218,54.9,13.57
1599694248,59.41,14.96
1599694278,58.69,14.82
1599694308,67.81,14.39
1599694338,61.06,15.24
1599694368,63.03,15.24
1599694398,56.77,15.24
1599694428,59.62,14.38
1599694458,54.77,14.36
1599694488,56.81,14.88
1599694518,56.5,15.5
1599694548,54.14,16.3
1599694578,53.19,15.91
1599694608,55.02,15.91
1599694638,60.73,15.91
1599694668,69.85,23.81
1599694698,71.66,19.29
1599694728,69.44,16.85
1599694758,63.55,17.56
1599694788,63.02,14.61
1599694818,59.19,16.45
1599694848,82.9,14.23
1599694878,53.51,14.23
1599694908,57.14,13.36
1599694938,53.34,16.69
1599694968,55.17,15.11
1599694998,52.58,12.69
1599695028,55.99,13.24
1599695058,61.0,13.24
1599695088,53.23,13.24
1599695118,55.59,13.24
1599695148,57.84,12.17
1599695178,54.19,13.67
1599695208,55.6,14.4
1599695238,56.0,15.22
1599695268,58.45,16.18
1599695298,62.34,13.59
1599695328,31.15,13.25
1599695358,58.51,13.25
1599695388,56.85,14.45
1599695418,56.15,13.26
1599695448,56.72,13.72
1599695478,58.31,12.88
1599695508,56.57,18.43
1599695538,56.09,18.03
1599695568,55.88,13.17
1599695598,64.03,13.17
1599695628,58.28,14.03
1599695658,60.39,12.54
1599695688,60.24,13.84
1599695718,59.33,11.49
1599695748,64.75,14.18
1599695778,54.45,15.37
1599695808,57.95,13.9
1599695838,62.01,13.9
1599695868,58.33,15.14
1599695898,60.94,16.72
1599695928,61.08,16.3
1599695958,60.67,15.62
1599695988,62.09,15.86
1599696018,65.37,15.62
1599696048,62.82,15.87
1599696078,62.0,15.01
1599696108,64.66,18.4
1599696138,65.56,16.69
1599696168,55.77,13.86
1599696198,55.52,14.0
1599696228,57.06,14.2
1599696258,58.69,14.2
1599696288,55.71,14.2
1599696318,53.82,14.2
1599696348,56.13,12.62
1599696378,58.71,13.82
1599696408,59.07,15.36
1599696438,58.89,14.19
1599696468,60.1,14.41
1599696498,58.92,16.97
1599696528,63.9,14.85
1599696558,57.14,16.81
1599696588,57.22,15.71
1599696618,59.92,15.54
1599696648,59.18,16.54
1599696678,56.17,16.55
1599696708,59.28,12.04
1599696738,55.61,13.48
1599696768,57.16,15.59
1599696798,55.18,15.94
1599696828,57.39,15.92
1599696858,53.62,13.37
1599696888,55.75,14.28
1599696918,58.1,14.91
1599696948,52.13,14.91
1599696978,49.68,14.91
1599697008,54.61,14.91
1599697038,52.56,14.91
1599697068,51.02,20.35
1599697098,55.98,14.15
1599697128,53.56,12.89
1599697158,52.68,13.89
1599697188,51.74,11.95
1599697218,56.64,12.24
1599697248,56.24,12.96
1599697278,56.77,12.96
1599697308,54.33,14.46
1599697338,56.5,13.54
1599697368,57.76,13.06
1599697398,54.69,14.9
1599697428,53.92,14.29
1599697458,54.59,14.68
1599697488,54.9,12.88
1599697518,55.35,15.1
1599697548,52.51,10.79
1599697578,51.31,12.31
1599697608,52.2,15.2
1599697638,56.86,14.33
1599697668,58.67,13.46
1599697698,55.45,14.07
1599697728,59.45,12.95
1599697758,54.61,12.95
1599697788,54.6,13.16
1599697818,52.61,12.69
1599697848,55.48,13.88
1599697878,53.88,12.74
1599697908,56.02,14.49
1599697938,52.91,13.64
1599697968,55.33,12.57
1599697998,56.4,12.57
1599698028,56.22,15.56
1599698058,53.47,11.9
1599698088,55.3,13.75
1599698118,55.86,13.35
1599698148,56.2,14.88
1599698178,57.63,13.91
1599698208,57.95,14.22
1599698238,54.74,13.56
1599698268,56.03,12.92
1599698298,58.32,14.55
1599698328,55.42,14.42
1599698358,55.64,13.98
1599698388,57.07,14.45
1599698418,56.14,13.48
1599698448,57.79,13.57
1599698478,57.03,14.96
1599698508,55.81,14.25
1599698538,56.1,20.16
1599698568,51.87,13.36
1599698598,51.07,12.13
1599698628,51.86,13.72
1599698658,52.76,13.81
1599698688,54.43,13.75
1599698718,54.28,13.75
1599698748,54.77,14.93
1599698778,55.17,13.57
1599698808,55.38,14.26
1599698838,56.19,13.32
1599698868,51.94,14.41
1599698898,55.5,14.06
1599698928,55.19,13.23
1599698958,54.61,13.55
1599698988,54.57,13.98
1599699018,54.62,13.32
1599699048,54.67,13.9
1599699078,54.19,15.32
1599699108,55.77,13.82
1599699138,54.22,14.6
1599699168,54.42,14.6
1599699198,54.42,14.6
1599699228,51.94,13.66
1599699258,54.57,14.62
1599699288,52.48,13.51
1599699318,54.48,13.61
1599699348,53.92,14.71
1599699378,54.03,13.84
1599699408,55.23,14.25
1599699438,53.65,14.25
1599699468,52.81,16.27
1599699498,52.84,15.06
1599699528,55.57,15.58
1599699558,54.64,15.99
1599699588,53.23,14.88
1599699618,56.33,16.2
1599699648,54.02,14.63
1599699678,53.54,14.18
1599699708,53.81,15.29
1599699738,54.63,14.14
1599699768,54.38,14.14
1599699798,52.24,14.54
1599699828,54.57,15.11
1599699858,54.08,15.04
1599699888,54.21,14.76
1599699918,53.4,14.76
1599699948,53.97,16.33
1599699978,54.07,14.75
1599700008,54.8,13.92
1599700038,54.25,14.91
1599700068,54.6,15.06
1599700098,54.62,14.91
1599700128,53.69,14.84
1599700158,53.84,16.65
1599700188,54.32,14.4
1599700218,55.38,15.79
1599700248,54.15,14.64
1599700278,54.06,15.05
1599700308,54.32,16.2
1599700338,60.36,12.39
1599700368,52.36,12.39
1599700398,50.09,12.39
1599700428,53.78,15.41
1599700458,51.54,14.31
1599700488,54.42,15.06
1599700518,54.14,14.56
1599700548,53.02,15.79
1599700578,52.67,15.35
1599700608,57.43,15.35
1599700638,54.45,15.35
1599700668,54.75,14.1
1599700698,56.25,15.29
1599700728,54.72,13.91
1599700758,55.05,15.37
1599700788,55.63,24.12
1599700818,56.74,13.49
1599700848,104.93,13.49
1599700878,51.79,13.49
1599700908,51.12,13.47
1599700938,51.8,13.17
1599700968,51.82,15.64
1599700998,51.54,13.91
1599701028,53.85,15.17
1599701058,52.16,14.63
1599701088,51.07,15.85
1599701118,51.48,14.65
1599701148,52.26,15.07
1599701178,53.07,16.02
1599701208,50.91,14.53
1599701238,55.26,16.06
1599701268,54.1,14.91
1599701298,53.5,15.21
1599701328,53.01,12.65
1599701358,53.24,16.32
1599701388,52.66,15.62
1599701418,55.18,16.42
1599701448,55.26,15.96
1599701478,52.67,15.91
1599701508,55.53,16.9
1599701538,54.46,14.02
1599701568,53.41,14.4
1599701598,54.75,15.27
1599701628,53.2,14.83
1599701658,53.77,13.99
1599701688,52.63,13.02
1599701718,53.79,14.73
1599701748,54.8,15.05
1599701778,53.64,14.41
1599701808,56.8,13.53
1599701838,53.55,12.83
1599701868,54.9,15.74
1599701898,56.07,16.09
1599701928,55.06,14.53
1599701958,53.81,13.48
1599701988,55.68,13.37
1599702018,56.24,16.66
1599702048,54.77,14.49
1599702078,56.38,15.35
1599702108,56.95,14.6
1599702138,56.12,15.33
1599702168,56.68,15.84
1599702198,57.69,13.88
1599702228,55.33,15.35
1599702258,54.26,11.63
1599702288,52.92,14.42
1599702318,58.26,17.41
1599702348,61.75,15.75
1599702378,58.66,15.53
1599702408,55.28,13.04
1599702438,61.09,15.93
1599702468,63.26,13.8
1599702498,56.85,13.84
1599702528,54.45,13.84
1599702558,58.49,13.84
1599702588,62.5,14.19
1599702618,60.49,11.91
1599702648,56.7,13.85
1599702678,57.42,13.97
1599702708,54.83,15.68
1599702738,53.19,15.68
1599702768,51.1,15.68
1599702798,57.57,15.68
1599702828,56.3,15.15
1599702858,56.7,13.94
1599702888,61.15,16.38
1599702918,61.15,13.39
