TimeStamp,HeartRate,BreathRate
1603575617,70.54,15.28
1603575647,70.52,15.26
1603575677,68.79,15.58
1603575707,70.99,15.94
1603575737,68.92,15.81
1603575767,68.85,15.57
1603575797,68.83,16.71
1603575827,73.28,15.82
1603575857,66.83,15.46
1603575887,66.29,15.52
1603575917,69.24,17.34
1603575947,68.94,15.93
1603575977,68.94,15.93
1603576007,94.63,16.84
1603576037,87.51,15.65
1603576067,74.37,16.69
1603576097,78.35,15.6
1603576127,84.68,16.02
1603576157,84.46,16.02
1603576187,76.6,16.02
1603576217,85.24,16.02
1603576247,61.62,16.14
1603576277,67.53,15.99
1603576307,66.39,15.63
1603576337,68.1,14.97
1603576367,64.43,14.93
1603576397,64.49,14.9
1603576427,65.18,15.99
1603576457,73.42,15.99
1603576487,89.73,16.55
1603576517,95.09,16.68
1603576547,92.15,15.57
1603576577,86.8,15.74
1603576607,94.58,15.97
1603576637,84.3,15.34
1603576667,85.99,15.36
1603576697,86.25,15.18
1603576727,62.71,14.7
1603576757,68.86,17.13
1603576787,81.21,18.02
1603576817,72.92,17.88
1603576847,82.75,16.1
1603576877,80.51,16.75
1603576907,82.75,16.0
1603576937,80.78,16.0
1603576967,60.09,16.21
1603576997,64.73,15.02
1603577027,61.33,16.06
1603577057,64.09,15.42
1603577087,65.4,15.86
1603577117,68.02,15.21
1603577147,67.63,15.9
1603577177,63.99,15.67
1603577207,64.59,16.12
1603577237,65.42,15.33
1603577267,67.77,15.61
1603577297,65.59,15.12
1603577327,66.3,15.64
1603577357,65.55,15.54
1603577387,64.47,15.27
1603577417,66.73,15.05
1603577447,65.87,15.75
1603577477,64.17,16.47
1603577507,70.88,14.86
1603577537,75.74,17.73
1603577567,74.61,15.66
1603577597,81.59,16.25
1603577627,69.46,15.81
1603577657,77.82,15.41
1603577687,65.59,15.99
1603577717,66.21,16.18
1603577747,62.19,15.5
1603577777,66.82,16.39
1603577807,64.88,16.25
1603577837,65.76,15.59
1603577867,66.69,16.13
1603577897,62.35,15.96
1603577927,70.84,15.82
1603577957,74.72,15.72
1603577987,75.71,15.26
1603578017,83.62,15.22
1603578047,77.08,15.38
1603578077,72.71,16.88
1603578107,64.64,16.67
1603578137,64.6,17.4
1603578167,62.82,15.77
1603578197,61.98,15.69
1603578227,64.35,16.04
1603578257,64.35,17.24
1603578287,64.35,17.24
1603578317,64.35,17.24
1603578347,84.7,17.24
1603578377,89.08,17.24
1603578407,67.75,17.18
1603578437,75.03,17.56
1603578467,90.01,15.31
1603578497,92.88,15.92
1603578527,89.77,15.59
1603578557,82.81,15.59
1603578587,82.81,15.59
1603578617,92.86,15.59
1603578647,87.47,17.79
1603578677,91.31,16.3
1603578707,87.56,16.43
1603578737,96.16,17.71
1603578767,68.54,15.48
1603578797,68.54,15.48
1603578827,68.54,15.48
1603578857,68.54,15.48
1603578887,88.81,18.6
1603578917,84.57,17.94
1603578947,77.69,15.99
1603578977,92.96,18.19
1603579007,91.53,17.18
1603579037,88.99,17.18
1603579067,71.75,17.18
1603579097,79.08,17.18
1603579127,80.13,16.48
1603579157,76.03,16.3
1603579187,75.6,17.77
1603579217,101.66,16.79
1603579247,83.01,15.74
1603579277,61.28,15.46
1603579307,78.42,16.16
1603579337,76.9,16.22
1603579367,80.09,16.25
1603579397,78.55,15.53
1603579427,90.65,15.45
1603579457,85.08,16.45
1603579487,75.57,15.27
1603579517,75.74,15.89
1603579547,78.24,15.29
1603579577,80.71,15.4
1603579607,92.61,15.7
1603579637,92.38,16.96
1603579667,86.92,16.23
1603579697,87.36,16.38
1603579727,100.13,15.96
1603579757,88.23,14.96
1603579787,79.88,15.43
1603579817,85.4,16.03
1603579847,64.01,15.45
1603579877,69.37,14.81
1603579907,83.19,15.43
1603579937,79.86,16.2
1603579967,86.33,16.14
1603579997,79.25,15.33
1603580027,86.56,15.4
1603580057,84.74,15.45
1603580087,92.62,15.59
1603580117,86.56,15.09
1603580147,92.48,15.05
1603580177,92.8,15.58
1603580207,93.76,14.99
1603580237,78.26,14.99
1603580267,88.63,15.58
1603580297,90.35,14.94
1603580327,89.26,15.04
1603580357,93.4,15.19
1603580387,83.34,14.44
1603580417,87.19,16.74
1603580447,89.58,15.79
1603580477,89.18,15.21
1603580507,97.18,15.64
1603580537,89.47,15.27
1603580567,93.43,15.16
1603580597,93.96,15.35
1603580627,96.82,15.67
1603580657,95.53,15.3
1603580687,87.5,15.25
1603580717,88.35,16.17
1603580747,96.53,15.42
1603580777,91.66,15.07
1603580807,78.04,15.69
1603580837,74.69,14.84
1603580867,78.74,15.01
1603580897,76.2,14.79
1603580927,77.78,15.31
1603580957,72.54,15.91
1603580987,85.25,15.33
1603581017,71.15,15.41
1603581047,84.75,15.09
1603581077,82.17,15.87
1603581107,86.72,14.86
1603581137,88.83,15.48
1603581167,87.06,14.7
1603581197,78.7,15.08
1603581227,79.18,16.39
1603581257,83.62,14.77
1603581287,76.09,15.26
1603581317,80.42,15.72
1603581347,87.92,15.91
1603581377,88.96,16.41
1603581407,84.58,17.28
1603581437,92.41,18.01
1603581467,77.22,18.4
1603581497,92.47,18.47
1603581527,77.84,20.09
1603581557,89.3,20.23
1603581587,96.89,19.27
1603581617,100.08,18.87
1603581647,94.79,20.49
1603581677,89.88,19.51
1603581707,96.89,18.15
1603581737,88.53,22.56
1603581767,100.43,22.09
1603581797,86.04,22.69
1603581827,94.59,22.69
1603581857,91.59,22.69
1603581887,82.93,22.69
1603581917,82.93,22.69
1603581947,91.55,22.69
1603581977,91.55,22.69
1603582007,105.77,17.2
1603582037,88.16,16.84
1603582067,96.51,17.75
1603582097,88.07,16.8
1603582127,89.41,17.94
1603582157,88.93,18.11
1603582187,93.16,16.76
1603582217,90.61,16.76
1603582247,81.65,17.83
1603582277,96.99,19.38
1603582307,87.23,19.16
1603582337,96.8,19.44
1603582367,97.19,19.76
1603582397,97.78,20.27
1603582427,89.05,19.37
1603582457,96.01,20.24
1603582487,92.95,17.83
1603582517,93.48,18.5
1603582547,94.78,20.44
1603582577,93.04,18.89
1603582607,95.62,17.76
1603582637,101.13,17.81
1603582667,88.56,17.28
1603582697,96.62,20.24
1603582727,88.56,19.13
1603582757,88.56,19.08
1603582787,73.92,16.84
1603582817,73.02,15.46
1603582847,95.16,15.46
1603582877,98.06,15.46
1603582907,84.23,15.46
1603582937,90.99,15.46
1603582967,81.17,19.33
1603582997,84.29,16.57
1603583027,88.65,18.18
1603583057,83.92,19.21
1603583087,93.81,19.28
1603583117,90.3,16.69
1603583147,87.48,18.93
1603583177,62.86,18.93
1603583207,95.39,20.92
1603583237,95.61,17.61
1603583267,103.7,17.79
1603583297,95.16,16.87
1603583327,91.36,18.03
1603583357,82.71,18.74
1603583387,86.03,18.35
1603583417,95.5,18.35
1603583447,93.36,21.41
1603583477,90.76,17.46
1603583507,93.65,18.36
1603583537,95.51,18.12
1603583567,98.58,19.88
1603583597,93.14,18.96
1603583627,98.45,18.74
1603583657,97.76,18.74
1603583687,90.31,18.4
1603583717,97.12,18.12
1603583747,91.41,16.68
1603583777,84.47,18.77
1603583807,91.65,19.42
1603583837,80.55,19.28
1603583867,93.83,19.87
1603583897,85.95,19.87
1603583927,85.95,19.04
1603583957,71.19,18.77
1603583987,63.75,14.31
1603584017,89.15,14.31
1603584047,81.72,14.31
1603584077,65.13,14.31
1603584107,98.73,14.31
1603584137,81.92,14.31
1603584167,87.98,16.24
1603584197,75.6,18.32
1603584227,74.48,16.76
1603584257,82.39,6.94
1603584287,86.01,15.67
1603584317,96.47,15.94
1603584347,88.65,17.71
1603584377,86.81,17.71
1603584887,84.06,16.57
1603584917,83.07,20.05
1603584947,92.7,16.08
1603584977,96.01,12.44
1603585007,92.05,13.31
1603585037,90.36,16.27
1603585067,88.22,16.27
1603585097,77.28,16.27
1603585127,92.68,16.97
1603585157,93.53,16.15
1603585187,87.56,15.83
1603585217,74.82,18.5
1603585247,93.81,17.71
1603585277,75.84,14.71
1603585307,82.65,17.02
1603585337,84.31,17.02
1603585367,71.61,17.65
1603585397,82.46,12.79
1603585427,77.01,11.82
1603585457,85.21,14.53
1603585487,81.24,18.16
1603585517,99.88,16.23
1603585547,85.0,15.76
1603585577,77.16,15.76
1603585607,80.38,20.15
1603585637,88.9,15.43
1603585667,92.12,17.86
1603585697,87.77,17.05
1603585727,93.95,17.38
1603585757,126.19,17.38
1603585787,87.46,17.38
1603585817,87.46,17.38
1603585847,86.58,19.4
1603585877,90.04,18.38
1603585907,93.11,16.73
1603585937,90.7,18.94
1603585967,78.63,14.1
1603585997,78.51,18.43
1603586027,80.44,16.86
1603586057,81.65,14.88
1603586087,81.65,24.04
1603586117,92.81,11.04
1603586147,85.44,19.53
1603586177,90.64,15.04
1603586207,92.53,16.78
1603586237,88.03,16.38
1603586267,94.27,15.71
1603586297,87.44,15.71
1603586327,83.45,19.18
1603586357,83.45,14.6
1603586387,83.45,19.57
1603586417,87.66,12.39
1603586447,92.47,12.39
1603586477,93.84,12.39
1603586507,94.42,12.39
1603586537,87.26,12.39
1603586807,95.63,15.46
1603586837,83.46,10.51
1603586867,81.73,16.08
1603586897,100.0,14.9
1603586927,96.33,16.79
1603586957,97.38,14.81
1603586987,98.59,14.73
1603587017,94.17,13.88
1603587047,86.88,15.79
1603587077,83.41,16.87
1603587107,91.99,14.87
1603587137,84.6,15.57
1603587167,92.38,15.28
1603587197,90.43,14.76
1603587227,90.64,15.05
1603587257,90.34,14.19
1603587287,75.91,18.45
1603587317,87.55,25.02
1603587347,87.86,14.63
1603587377,82.38,14.76
1603587407,87.42,19.34
1603587437,81.16,23.04
1603587467,94.73,21.1
1603587497,89.67,15.86
1603587527,88.14,14.19
1603587557,98.54,14.31
1603587587,94.4,16.27
1603587617,88.43,15.32
1603587647,89.09,15.11
1603587677,93.03,14.35
1603587707,92.55,15.25
1603587737,92.46,10.28
1603587767,96.72,22.22
1603587797,88.8,14.58
1603587827,87.27,14.38
1603587857,99.26,15.03
1603587887,89.41,14.2
1603587917,100.84,14.16
1603587947,87.7,14.06
1603587977,92.79,14.06
1603588007,88.21,13.0
1603588037,88.14,14.58
1603588067,93.9,15.66
1603588097,90.63,13.01
1603588127,81.03,14.82
1603588157,86.12,11.36
1603588187,92.9,14.46
1603588217,86.7,14.71
1603588247,89.22,19.01
1603588277,88.56,14.42
1603588307,90.63,20.65
1603588337,86.68,14.42
1603588367,97.27,14.52
1603588397,95.6,26.98
1603588427,100.36,14.74
1603588457,71.91,14.74
1603588487,93.05,9.9
1603588517,93.05,14.71
1603588547,53.02,14.85
1603588577,53.02,5.5
1603588607,82.7,5.5
1603588637,93.79,5.5
1603588667,85.83,5.5
1603588697,96.15,5.5
1603588727,89.69,16.18
1603588757,97.1,18.96
1603588787,92.61,21.9
1603588817,89.94,15.26
1603588847,95.86,15.17
1603588877,94.74,14.92
1603588907,93.43,15.91
1603588937,92.86,14.94
1603588967,95.92,15.18
1603588997,94.93,14.43
1603589027,96.27,15.76
1603589057,102.2,14.79
1603589087,87.53,15.02
1603589117,91.27,14.98
1603589147,82.99,14.98
1603589177,89.28,14.98
1603589207,90.6,14.71
1603589237,89.47,14.37
1603589267,89.13,14.98
1603589297,83.75,16.4
1603589327,96.23,15.21
1603589357,90.36,15.61
1603589387,89.02,15.61
1603589417,93.96,15.61
1603589447,82.19,15.41
1603589477,93.86,14.46
1603589507,95.95,16.16
1603589537,90.65,15.11
1603589567,90.48,15.09
1603589597,90.02,15.47
1603589627,70.43,15.76
1603589657,93.21,15.76
1603589687,99.54,14.53
1603589717,92.36,15.47
1603589747,87.22,15.9
1603589777,87.22,15.43
1603589807,94.02,15.31
1603589837,86.02,14.15
1603589867,82.91,14.15
1603589897,93.58,14.15
1603589927,98.17,15.27
1603589957,93.89,15.47
1603589987,94.05,16.37
1603590017,88.14,15.74
1603590047,85.33,15.73
1603590077,90.24,15.2
1603590107,88.09,14.53
1603590137,83.79,14.53
1603590167,91.93,15.26
1603590197,87.21,15.64
1603590227,94.85,14.62
1603590257,94.93,14.85
1603590287,101.22,15.2
1603590317,100.38,15.72
1603590347,95.07,14.41
1603590377,97.17,16.01
1603590407,102.33,15.51
1603590437,95.3,15.64
